capturing trace... done
TRACE:
# tracer: nop
#
# entries-in-buffer/entries-written: 15207/15207   #P:4
#
#                                      _-----=> irqs-off
#                                     / _----=> need-resched
#                                    | / _---=> hardirq/softirq
#                                    || / _--=> preempt-depth
#                                    ||| /     delay
#           TASK-PID    TGID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |        |      |   ||||       |         |
          atrace-10118 (10118) [003] ...1  6203.263308: tracing_mark_write: trace_event_clock_sync: parent_ts=3539.973145
          atrace-10118 (10118) [003] ...1  6203.263321: tracing_mark_write: trace_event_clock_sync: realtime_ts=1321013411790
         mmcqd/1-1371  ( 1371) [000] ...1  6205.879165: mmc_blk_rw_start: cmd=25,addr=0x008e3b68,size=0x00000018
          <idle>-0     (-----) [000] ..s2  6205.879761: mmc_blk_rw_end: cmd=25,addr=0x008e3b68,size=0x00000018
         mmcqd/1-1371  ( 1371) [000] ...1  6205.882413: mmc_blk_rw_start: cmd=25,addr=0x008e3b80,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.884060: mmc_blk_rw_end: cmd=25,addr=0x008e3b80,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.884742: mmc_blk_rw_start: cmd=25,addr=0x013e73e8,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.884975: mmc_blk_rw_end: cmd=25,addr=0x013e73e8,size=0x00000008
         mmcqd/1-1371  ( 1371) [001] ...1  6205.887558: mmc_blk_rw_start: cmd=25,addr=0x00f9f360,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.887986: mmc_blk_rw_end: cmd=25,addr=0x00f9f360,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.888077: mmc_blk_rw_start: cmd=25,addr=0x0135f270,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.888308: mmc_blk_rw_end: cmd=25,addr=0x0135f270,size=0x00000008
         mmcqd/1-1371  ( 1371) [001] ...1  6205.890499: mmc_blk_rw_start: cmd=25,addr=0x013e73e8,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.890903: mmc_blk_rw_end: cmd=25,addr=0x013e73e8,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.894620: mmc_blk_rw_start: cmd=25,addr=0x013e73e8,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.895035: mmc_blk_rw_end: cmd=25,addr=0x013e73e8,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.895126: mmc_blk_rw_start: cmd=25,addr=0x013e6198,size=0x00000010
          <idle>-0     (-----) [000] ..s2  6205.895407: mmc_blk_rw_end: cmd=25,addr=0x013e6198,size=0x00000010
         mmcqd/1-1371  ( 1371) [000] ...1  6205.898199: mmc_blk_rw_start: cmd=25,addr=0x008e3b88,size=0x00000018
          <idle>-0     (-----) [000] ..s2  6205.898725: mmc_blk_rw_end: cmd=25,addr=0x008e3b88,size=0x00000018
         mmcqd/1-1371  ( 1371) [001] ...1  6205.901423: mmc_blk_rw_start: cmd=25,addr=0x008e3ba0,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.903075: mmc_blk_rw_end: cmd=25,addr=0x008e3ba0,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.903949: mmc_blk_rw_start: cmd=25,addr=0x013e73e8,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.904211: mmc_blk_rw_end: cmd=25,addr=0x013e73e8,size=0x00000008
         mmcqd/1-1371  ( 1371) [001] ...1  6205.906762: mmc_blk_rw_start: cmd=25,addr=0x00f9f360,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.907170: mmc_blk_rw_end: cmd=25,addr=0x00f9f360,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.907258: mmc_blk_rw_start: cmd=25,addr=0x0135f270,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.907518: mmc_blk_rw_end: cmd=25,addr=0x0135f270,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.910105: mmc_blk_rw_start: cmd=25,addr=0x013e73e8,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.910513: mmc_blk_rw_end: cmd=25,addr=0x013e73e8,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.913761: mmc_blk_rw_start: cmd=25,addr=0x013e73e8,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.914114: mmc_blk_rw_end: cmd=25,addr=0x013e73e8,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.914192: mmc_blk_rw_start: cmd=25,addr=0x013e6198,size=0x00000010
          <idle>-0     (-----) [000] ..s2  6205.914471: mmc_blk_rw_end: cmd=25,addr=0x013e6198,size=0x00000010
         mmcqd/1-1371  ( 1371) [002] ...1  6205.917465: mmc_blk_rw_start: cmd=25,addr=0x008e3ba8,size=0x00000010
          <idle>-0     (-----) [000] ..s2  6205.917942: mmc_blk_rw_end: cmd=25,addr=0x008e3ba8,size=0x00000010
         mmcqd/1-1371  ( 1371) [000] ...1  6205.918038: mmc_blk_rw_start: cmd=25,addr=0x008e3bb8,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.918270: mmc_blk_rw_end: cmd=25,addr=0x008e3bb8,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.920544: mmc_blk_rw_start: cmd=25,addr=0x008e3bc0,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.922132: mmc_blk_rw_end: cmd=25,addr=0x008e3bc0,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.922917: mmc_blk_rw_start: cmd=25,addr=0x013e73e8,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.923156: mmc_blk_rw_end: cmd=25,addr=0x013e73e8,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.925526: mmc_blk_rw_start: cmd=25,addr=0x00f9f360,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.925953: mmc_blk_rw_end: cmd=25,addr=0x00f9f360,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.926054: mmc_blk_rw_start: cmd=25,addr=0x0135f270,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.926323: mmc_blk_rw_end: cmd=25,addr=0x0135f270,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.929002: mmc_blk_rw_start: cmd=25,addr=0x013e73e8,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.929453: mmc_blk_rw_end: cmd=25,addr=0x013e73e8,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.932988: mmc_blk_rw_start: cmd=25,addr=0x013e73e8,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.933326: mmc_blk_rw_end: cmd=25,addr=0x013e73e8,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.933397: mmc_blk_rw_start: cmd=25,addr=0x013e6198,size=0x00000010
          <idle>-0     (-----) [000] ..s2  6205.933690: mmc_blk_rw_end: cmd=25,addr=0x013e6198,size=0x00000010
         mmcqd/1-1371  ( 1371) [000] ...1  6205.935988: mmc_blk_rw_start: cmd=25,addr=0x008e3bc8,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.936392: mmc_blk_rw_end: cmd=25,addr=0x008e3bc8,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.936476: mmc_blk_rw_start: cmd=25,addr=0x008e3bd0,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.936709: mmc_blk_rw_end: cmd=25,addr=0x008e3bd0,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.936801: mmc_blk_rw_start: cmd=25,addr=0x008e3bd8,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.937030: mmc_blk_rw_end: cmd=25,addr=0x008e3bd8,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.939388: mmc_blk_rw_start: cmd=25,addr=0x008e3be0,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.940957: mmc_blk_rw_end: cmd=25,addr=0x008e3be0,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.941572: mmc_blk_rw_start: cmd=25,addr=0x013e73e8,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.941801: mmc_blk_rw_end: cmd=25,addr=0x013e73e8,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.943782: mmc_blk_rw_start: cmd=25,addr=0x00f9f360,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.944196: mmc_blk_rw_end: cmd=25,addr=0x00f9f360,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.944282: mmc_blk_rw_start: cmd=25,addr=0x0135f270,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.944514: mmc_blk_rw_end: cmd=25,addr=0x0135f270,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.946559: mmc_blk_rw_start: cmd=25,addr=0x013e73e8,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.946914: mmc_blk_rw_end: cmd=25,addr=0x013e73e8,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.949932: mmc_blk_rw_start: cmd=25,addr=0x013e73e8,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.950336: mmc_blk_rw_end: cmd=25,addr=0x013e73e8,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.950413: mmc_blk_rw_start: cmd=25,addr=0x013e6198,size=0x00000010
          <idle>-0     (-----) [000] ..s2  6205.950659: mmc_blk_rw_end: cmd=25,addr=0x013e6198,size=0x00000010
         mmcqd/1-1371  ( 1371) [000] ...1  6205.953263: mmc_blk_rw_start: cmd=25,addr=0x008e3be8,size=0x00000018
          <idle>-0     (-----) [000] ..s2  6205.953902: mmc_blk_rw_end: cmd=25,addr=0x008e3be8,size=0x00000018
         mmcqd/1-1371  ( 1371) [000] ...1  6205.956744: mmc_blk_rw_start: cmd=25,addr=0x008e3c00,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.958281: mmc_blk_rw_end: cmd=25,addr=0x008e3c00,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.959108: mmc_blk_rw_start: cmd=25,addr=0x013e73e8,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.959368: mmc_blk_rw_end: cmd=25,addr=0x013e73e8,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.961665: mmc_blk_rw_start: cmd=25,addr=0x00f9f360,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.962080: mmc_blk_rw_end: cmd=25,addr=0x00f9f360,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.962163: mmc_blk_rw_start: cmd=25,addr=0x0135f270,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.962418: mmc_blk_rw_end: cmd=25,addr=0x0135f270,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.964759: mmc_blk_rw_start: cmd=25,addr=0x013e73e8,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.965173: mmc_blk_rw_end: cmd=25,addr=0x013e73e8,size=0x00000008
         mmcqd/1-1371  ( 1371) [001] ...1  6205.968352: mmc_blk_rw_start: cmd=25,addr=0x013e73e8,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.968854: mmc_blk_rw_end: cmd=25,addr=0x013e73e8,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.969016: mmc_blk_rw_start: cmd=25,addr=0x013e6198,size=0x00000010
          <idle>-0     (-----) [000] .Ns2  6205.969350: mmc_blk_rw_end: cmd=25,addr=0x013e6198,size=0x00000010
         mmcqd/1-1371  ( 1371) [000] ...1  6205.971964: mmc_blk_rw_start: cmd=25,addr=0x008e3c08,size=0x00000018
          <idle>-0     (-----) [000] ..s2  6205.972503: mmc_blk_rw_end: cmd=25,addr=0x008e3c08,size=0x00000018
         mmcqd/1-1371  ( 1371) [000] ...1  6205.975088: mmc_blk_rw_start: cmd=25,addr=0x008e3c20,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.976657: mmc_blk_rw_end: cmd=25,addr=0x008e3c20,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.977466: mmc_blk_rw_start: cmd=25,addr=0x013e73e8,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.977705: mmc_blk_rw_end: cmd=25,addr=0x013e73e8,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.980012: mmc_blk_rw_start: cmd=25,addr=0x00f9f360,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.980432: mmc_blk_rw_end: cmd=25,addr=0x00f9f360,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.980528: mmc_blk_rw_start: cmd=25,addr=0x0135f270,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.980770: mmc_blk_rw_end: cmd=25,addr=0x0135f270,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.983095: mmc_blk_rw_start: cmd=25,addr=0x013e73e8,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.983514: mmc_blk_rw_end: cmd=25,addr=0x013e73e8,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.986841: mmc_blk_rw_start: cmd=25,addr=0x013e73e8,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.987254: mmc_blk_rw_end: cmd=25,addr=0x013e73e8,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.987338: mmc_blk_rw_start: cmd=25,addr=0x013e6198,size=0x00000010
          <idle>-0     (-----) [000] ..s2  6205.987628: mmc_blk_rw_end: cmd=25,addr=0x013e6198,size=0x00000010
         mmcqd/1-1371  ( 1371) [000] ...1  6205.989933: mmc_blk_rw_start: cmd=25,addr=0x008e3c28,size=0x00000018
          <idle>-0     (-----) [000] ..s2  6205.990440: mmc_blk_rw_end: cmd=25,addr=0x008e3c28,size=0x00000018
         mmcqd/1-1371  ( 1371) [000] ...1  6205.992711: mmc_blk_rw_start: cmd=25,addr=0x008e3c40,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.994264: mmc_blk_rw_end: cmd=25,addr=0x008e3c40,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.994997: mmc_blk_rw_start: cmd=25,addr=0x013e73e8,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.995263: mmc_blk_rw_end: cmd=25,addr=0x013e73e8,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.997762: mmc_blk_rw_start: cmd=25,addr=0x00f9f360,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.998185: mmc_blk_rw_end: cmd=25,addr=0x00f9f360,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6205.998273: mmc_blk_rw_start: cmd=25,addr=0x0135f270,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6205.998512: mmc_blk_rw_end: cmd=25,addr=0x0135f270,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6206.000815: mmc_blk_rw_start: cmd=25,addr=0x013e73e8,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6206.001232: mmc_blk_rw_end: cmd=25,addr=0x013e73e8,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6206.004342: mmc_blk_rw_start: cmd=25,addr=0x013e73e8,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6206.004758: mmc_blk_rw_end: cmd=25,addr=0x013e73e8,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6206.004858: mmc_blk_rw_start: cmd=25,addr=0x013e6198,size=0x00000010
          <idle>-0     (-----) [000] ..s2  6206.005134: mmc_blk_rw_end: cmd=25,addr=0x013e6198,size=0x00000010
         mmcqd/1-1371  ( 1371) [000] ...1  6206.007575: mmc_blk_rw_start: cmd=25,addr=0x008e3c48,size=0x00000018
          <idle>-0     (-----) [000] ..s2  6206.008070: mmc_blk_rw_end: cmd=25,addr=0x008e3c48,size=0x00000018
         mmcqd/1-1371  ( 1371) [000] ...1  6206.010282: mmc_blk_rw_start: cmd=25,addr=0x008e3c60,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6206.011821: mmc_blk_rw_end: cmd=25,addr=0x008e3c60,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6206.012585: mmc_blk_rw_start: cmd=25,addr=0x013e73e8,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6206.012862: mmc_blk_rw_end: cmd=25,addr=0x013e73e8,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6206.015206: mmc_blk_rw_start: cmd=25,addr=0x00f9f360,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6206.015625: mmc_blk_rw_end: cmd=25,addr=0x00f9f360,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6206.015707: mmc_blk_rw_start: cmd=25,addr=0x0135f270,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6206.015949: mmc_blk_rw_end: cmd=25,addr=0x0135f270,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6206.018292: mmc_blk_rw_start: cmd=25,addr=0x013e73e8,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6206.018706: mmc_blk_rw_end: cmd=25,addr=0x013e73e8,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6206.021896: mmc_blk_rw_start: cmd=25,addr=0x013e73e8,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6206.022311: mmc_blk_rw_end: cmd=25,addr=0x013e73e8,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6206.022405: mmc_blk_rw_start: cmd=25,addr=0x013e6198,size=0x00000010
          <idle>-0     (-----) [000] .Ns2  6206.022626: mmc_blk_rw_end: cmd=25,addr=0x013e6198,size=0x00000010
         mmcqd/1-1371  ( 1371) [000] ...1  6206.025196: mmc_blk_rw_start: cmd=25,addr=0x008e3c68,size=0x00000018
          <idle>-0     (-----) [000] ..s2  6206.025692: mmc_blk_rw_end: cmd=25,addr=0x008e3c68,size=0x00000018
         mmcqd/1-1371  ( 1371) [000] ...1  6206.028006: mmc_blk_rw_start: cmd=25,addr=0x008e3c80,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6206.029567: mmc_blk_rw_end: cmd=25,addr=0x008e3c80,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6206.030528: mmc_blk_rw_start: cmd=25,addr=0x013e73e8,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6206.030789: mmc_blk_rw_end: cmd=25,addr=0x013e73e8,size=0x00000008
         mmcqd/1-1371  ( 1371) [001] ...1  6206.033308: mmc_blk_rw_start: cmd=25,addr=0x00f9f360,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6206.033735: mmc_blk_rw_end: cmd=25,addr=0x00f9f360,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6206.033833: mmc_blk_rw_start: cmd=25,addr=0x0135f270,size=0x00000008
          <idle>-0     (-----) [000] .Ns2  6206.034138: mmc_blk_rw_end: cmd=25,addr=0x0135f270,size=0x00000008
         mmcqd/1-1371  ( 1371) [001] ...1  6206.036535: mmc_blk_rw_start: cmd=25,addr=0x013e73e8,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6206.036878: mmc_blk_rw_end: cmd=25,addr=0x013e73e8,size=0x00000008
         mmcqd/1-1371  ( 1371) [001] ...1  6206.040393: mmc_blk_rw_start: cmd=25,addr=0x013e73e8,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6206.040824: mmc_blk_rw_end: cmd=25,addr=0x013e73e8,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6206.040917: mmc_blk_rw_start: cmd=25,addr=0x013e6198,size=0x00000010
          <idle>-0     (-----) [000] ..s2  6206.041193: mmc_blk_rw_end: cmd=25,addr=0x013e6198,size=0x00000010
         mmcqd/1-1371  ( 1371) [001] ...1  6206.043790: mmc_blk_rw_start: cmd=25,addr=0x008e3c88,size=0x00000018
 enchmark.sqlite-8807  ( 8807) [000] ..s1  6206.044254: mmc_blk_rw_end: cmd=25,addr=0x008e3c88,size=0x00000018
         mmcqd/1-1371  ( 1371) [001] ...1  6206.046795: mmc_blk_rw_start: cmd=25,addr=0x008e3ca0,size=0x00000008
 enchmark.sqlite-8807  ( 8807) [000] ..s1  6206.048311: mmc_blk_rw_end: cmd=25,addr=0x008e3ca0,size=0x00000008
         mmcqd/1-1371  ( 1371) [001] ...1  6206.049138: mmc_blk_rw_start: cmd=25,addr=0x013e73e8,size=0x00000008
 enchmark.sqlite-8807  ( 8807) [000] ..s1  6206.049327: mmc_blk_rw_end: cmd=25,addr=0x013e73e8,size=0x00000008
         mmcqd/1-1371  ( 1371) [001] ...1  6206.052059: mmc_blk_rw_start: cmd=25,addr=0x00f9f360,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6206.052488: mmc_blk_rw_end: cmd=25,addr=0x00f9f360,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6206.052600: mmc_blk_rw_start: cmd=25,addr=0x0135f270,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6206.052855: mmc_blk_rw_end: cmd=25,addr=0x0135f270,size=0x00000008
         mmcqd/1-1371  ( 1371) [001] ...1  6206.055210: mmc_blk_rw_start: cmd=25,addr=0x013e73e8,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6206.055628: mmc_blk_rw_end: cmd=25,addr=0x013e73e8,size=0x00000008
         mmcqd/1-1371  ( 1371) [001] ...1  6206.058805: mmc_blk_rw_start: cmd=25,addr=0x013e73e8,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6206.059166: mmc_blk_rw_end: cmd=25,addr=0x013e73e8,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6206.059253: mmc_blk_rw_start: cmd=25,addr=0x013e6198,size=0x00000010
          <idle>-0     (-----) [000] ..s2  6206.059468: mmc_blk_rw_end: cmd=25,addr=0x013e6198,size=0x00000010
         mmcqd/1-1371  ( 1371) [000] ...1  6206.062124: mmc_blk_rw_start: cmd=25,addr=0x008e3ca8,size=0x00000018
          <idle>-0     (-----) [000] ..s2  6206.062570: mmc_blk_rw_end: cmd=25,addr=0x008e3ca8,size=0x00000018
         mmcqd/1-1371  ( 1371) [001] ...1  6206.064942: mmc_blk_rw_start: cmd=25,addr=0x008e3cc0,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6206.066549: mmc_blk_rw_end: cmd=25,addr=0x008e3cc0,size=0x00000008
         mmcqd/1-1371  ( 1371) [001] ...1  6206.067282: mmc_blk_rw_start: cmd=25,addr=0x013e73e8,size=0x00000008
     kworker/0:1-9480  ( 9480) [000] ..s1  6206.067460: mmc_blk_rw_end: cmd=25,addr=0x013e73e8,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6206.069946: mmc_blk_rw_start: cmd=25,addr=0x00f9f360,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6206.070359: mmc_blk_rw_end: cmd=25,addr=0x00f9f360,size=0x00000008
         mmcqd/1-1371  ( 1371) [000] ...1  6206.070448: mmc_blk_rw_start: cmd=25,addr=0x0135f270,size=0x00000008
          <idle>-0     (-----) [000] ..s2  6206.070685: mmc_blk_rw_end: cmd=25,addr=0x0135f270,size=0x00000008
 DrmDisplay 1 Pi-2086  ( 2061) [002] ...1  6206.072053: i915_reg_rw: read reg=0x70180, len=4, val=(0xc4902000, 0x0)
 DrmDisplay 1 Pi-2086  ( 2061) [002] ...1  6206.072063: i915_reg_rw: write reg=0x70180, len=4, val=(0xc4902008, 0x0)
 DrmDisplay 1 Pi-2086  ( 2061) [002] ...1  6206.072066: i915_reg_rw: read reg=0x7019c, len=4, val=(0x4880000, 0x0)
 DrmDisplay 1 Pi-2086  ( 2061) [002] ...1  6206.072067: i915_reg_rw: write reg=0x7019c, len=4, val=(0x4880000, 0x0)
 DrmDisplay 1 Pi-2086  ( 2061) [002] ...1  6206.072070: i915_reg_rw: read reg=0x70280, len=4, val=(0xc490b020, 0x0)
 DrmDisplay 1 Pi-2086  ( 2061) [002] ...1  6206.072071: i915_reg_rw: write reg=0x70280, len=4, val=(0xc490b028, 0x0)
 DrmDisplay 1 Pi-2086  ( 2061) [002] ...1  6206.072074: i915_reg_rw: read reg=0x7029c, len=4, val=(0x6000000, 0x0)
 DrmDisplay 1 Pi-2086  ( 2061) [002] ...1  6206.072075: i915_reg_rw: write reg=0x7029c, len=4, val=(0x6000000, 0x0)
 DrmDisplay 1 Pi-2086  ( 2061) [002] ...1  6206.072078: i915_reg_rw: read reg=0x70380, len=4, val=(0xc4902420, 0x0)
 DrmDisplay 1 Pi-2086  ( 2061) [002] ...1  6206.072079: i915_reg_rw: write reg=0x70380, len=4, val=(0xc4902428, 0x0)
 DrmDisplay 1 Pi-2086  ( 2061) [002] ...1  6206.072081: i915_reg_rw: read reg=0x7039c, len=4, val=(0x2cc0000, 0x0)
 DrmDisplay 1 Pi-2086  ( 2061) [002] ...1  6206.072082: i915_reg_rw: write reg=0x7039c, len=4, val=(0x2cc0000, 0x0)
 DrmDisplay 1 Pi-2086  ( 2061) [002] ...1  6206.072086: i915_reg_rw: read reg=0x70480, len=4, val=(0xc4902020, 0x0)
 DrmDisplay 1 Pi-2086  ( 2061) [002] ...1  6206.072087: i915_reg_rw: write reg=0x70480, len=4, val=(0xc4902028, 0x0)
 DrmDisplay 1 Pi-2086  ( 2061) [002] ...1  6206.072089: i915_reg_rw: read reg=0x7049c, len=4, val=(0x4840000, 0x0)
 DrmDisplay 1 Pi-2086  ( 2061) [002] ...1  6206.072090: i915_reg_rw: write reg=0x7049c, len=4, val=(0x4840000, 0x0)
 DrmDisplay 1 Pi-2086  ( 2061) [002] ...1  6206.072094: i915_reg_rw: write reg=0x44500, len=4, val=(0x1, 0x0)
 DrmDisplay 1 Pi-2086  ( 2061) [002] d..5  6206.072113: i915_reg_rw: write reg=0x44404, len=4, val=(0x6fffe076, 0x0)
 DrmDisplay 1 Pi-2086  ( 2061) [002] d..4  6206.072118: i915_reg_rw: read reg=0x70040, len=4, val=(0x33aea, 0x0)
 DrmDisplay 1 Pi-2086  ( 2061) [002] d..4  6206.072125: i915_reg_rw: read reg=0x70040, len=4, val=(0x33aea, 0x0)
 DrmDisplay 1 Pi-2086  ( 2061) [002] ...1  6206.072136: i915_reg_rw: write reg=0x701a0, len=4, val=(0xff000000, 0x0)
 DrmDisplay 1 Pi-2086  ( 2061) [002] ...1  6206.072138: i915_reg_rw: write reg=0x70198, len=4, val=(0x0, 0x0)
 DrmDisplay 1 Pi-2086  ( 2061) [002] ...1  6206.072141: i915_reg_rw: read reg=0x70180, len=4, val=(0xc4902008, 0x0)
 DrmDisplay 1 Pi-2086  ( 2061) [002] ...1  6206.072142: i915_reg_rw: write reg=0x70180, len=4, val=(0xc4902008, 0x0)
 DrmDisplay 1 Pi-2086  ( 2061) [002] ...1  6206.072143: i915_reg_rw: write reg=0x701a4, len=4, val=(0x240000, 0x0)
 DrmDisplay 1 Pi-2086  ( 2061) [002] ...1  6206.072145: i915_reg_rw: write reg=0x70190, len=4, val=(0x3cb077f, 0x0)
 DrmDisplay 1 Pi-2086  ( 2061) [002] ...1  6206.072146: i915_reg_rw: write reg=0x70188, len=4, val=(0x78, 0x0)
 DrmDisplay 1 Pi-2086  ( 2061) [002] ...1  6206.072148: i915_reg_rw: write reg=0x701c0, len=4, val=(0x0, 0x0)
